secs,storenum,dayofweek
503,813,Tues
595,581,Wed
104,564,Thur
357,54,Mon
151,501,Thur
107,852,Thur
157,210,Wed
103,593,Thur
157,202,Mon
495,519,Fri
330,37,Tues
135,454,Fri
175,408,Thur
162,70,Tues
136,246,Fri
312,543,Fri
207,545,Thur
31,527,Tues
306,287,Fri
118,275,Mon
387,197,Mon
486,552,Mon
156,620,Mon
161,286,Fri
223,359,Wed
128,550,Mon
341,161,Tues
176,707,Wed
51,701,Thur
380,516,Fri
180,150,Fri
246,405,Tues
132,224,Wed
156,69,Mon
572,777,Tues
78,293,Fri
154,278,Thur
334,780,Mon
201,718,Fri
127,621,Thur
236,418,Tues
425,856,Fri
506,352,Thur
133,497,Wed
118,697,Mon
104,187,Tues
66,780,Fri
117,139,Fri
48,722,Fri
166,405,Thur
220,549,Mon
463,569,Tues
200,879,Mon
158,789,Tues
194,312,Mon
207,174,Mon
425,286,Thur
266,291,Mon
188,189,Mon
139,173,Thur
110,808,Mon
388,804,Fri
328,671,Thur
87,385,Wed
528,742,Wed
549,226,Wed
138,96,Thur
156,526,Thur
92,414,Mon
221,150,Mon
166,393,Wed
154,71,Thur
114,588,Fri
97,79,Fri
147,823,Wed
163,830,Wed
117,881,Mon
530,575,Thur
319,400,Fri
257,448,Fri
570,590,Wed
166,108,Wed
216,438,Wed
221,100,Mon
118,218,Mon
53,2,Tues
179,276,Mon
52,18,Fri
101,214,Tues
188,646,Mon
61,98,Thur
154,580,Fri
463,227,Tues
81,76,Fri
114,641,Thur
130,250,Thur
80,765,Wed
82,543,Mon
208,3,Tues
112,287,Thur
336,83,Wed
515,275,Wed
369,564,Thur
259,140,Wed
164,20,Wed
136,583,Tues
141,296,Wed
440,705,Wed
201,226,Wed
159,463,Wed
169,649,Tues
200,574,Wed
103,840,Fri
71,801,Thur
392,559,Wed
248,506,Thur
164,878,Thur
228,556,Mon
174,345,Thur
310,825,Wed
457,48,Mon
121,382,Wed
221,35,Tues
83,388,Wed
158,869,Tues
112,185,Wed
112,468,Mon
297,448,Wed
142,347,Tues
88,848,Mon
119,64,Thur
147,405,Thur
330,877,Fri
345,269,Mon
512,602,Thur
63,277,Mon
157,524,Thur
206,142,Tues
331,323,Fri
136,383,Fri
344,416,Mon
142,61,Mon
414,701,Thur
124,785,Wed
108,327,Wed
120,599,Mon
133,748,Thur
39,603,Thur
155,814,Thur
391,628,Fri
349,270,Tues
409,297,Thur
159,152,Mon
37,363,Thur
375,134,Mon
183,683,Tues
405,601,Mon
79,809,Tues
267,41,Mon
51,790,Wed
141,667,Fri
140,867,Fri
133,839,Thur
136,812,Thur
147,486,Thur
157,314,Fri
136,311,Tues
115,761,Mon
147,234,Thur
176,91,Mon
380,592,Mon
116,304,Tues
542,779,Wed
318,432,Tues
88,284,Tues
539,341,Wed
188,833,Wed
382,495,Mon
90,209,Fri
123,687,Thur
191,3,Mon
447,10,Wed
127,620,Tues
275,369,Tues
505,392,Thur
291,684,Wed
137,882,Fri
91,379,Mon
242,664,Tues
189,255,Tues
258,550,Thur
529,253,Wed
263,296,Wed
121,518,Fri
315,567,Wed
170,748,Tues
285,49,Fri
90,56,Mon
437,809,Mon
550,371,Mon
38,642,Tues
88,261,Fri
202,301,Mon
145,354,Wed
426,619,Tues
431,512,Wed
117,282,Wed
83,883,Thur
106,159,Thur
146,622,Mon
400,773,Thur
123,217,Mon
119,321,Tues
375,336,Fri
213,592,Wed
109,283,Thur
186,261,Tues
258,636,Fri
589,9,Thur
204,190,Fri
136,259,Fri
405,712,Fri
83,859,Thur
132,155,Wed
36,216,Thur
128,218,Fri
379,744,Tues
166,71,Tues
49,660,Mon
52,373,Thur
136,664,Tues
438,770,Thur
235,736,Mon
91,141,Thur
325,612,Wed
145,151,Fri
118,470,Mon
159,386,Fri
280,712,Mon
159,434,Tues
77,743,Wed
96,768,Fri
200,374,Fri
177,368,Fri
153,575,Wed
146,350,Wed
201,821,Wed
454,27,Tues
137,55,Wed
140,244,Wed
55,848,Mon
297,105,Wed
57,232,Tues
99,103,Thur
450,684,Mon
93,493,Thur
399,844,Wed
143,608,Wed
126,840,Thur
164,156,Thur
460,339,Wed
166,465,Tues
491,800,Thur
179,655,Fri
182,142,Wed
86,463,Thur
87,747,Thur
131,569,Tues
153,62,Tues
279,821,Wed
121,487,Wed
100,720,Wed
283,399,Tues
267,362,Mon
98,145,Mon
164,449,Mon
60,733,Wed
443,783,Thur
205,745,Tues
52,494,Thur
52,761,Fri
118,419,Tues
168,47,Wed
364,93,Wed
505,307,Mon
100,656,Tues
144,337,Tues
124,762,Fri
177,468,Tues
169,75,Thur
347,544,Thur
144,688,Thur
192,411,Fri
228,282,Mon
242,282,Tues
111,761,Wed
136,418,Mon
444,823,Mon
187,306,Thur
380,122,Tues
429,2,Tues
353,610,Thur
281,558,Tues
57,305,Wed
539,528,Fri
558,580,Tues
139,619,Mon
198,292,Tues
590,164,Fri
154,39,Fri
176,632,Wed
565,6,Fri
537,674,Thur
81,459,Tues
140,644,Thur
283,767,Tues
118,638,Wed
270,300,Thur
164,547,Thur
142,309,Wed
49,678,Fri
93,247,Tues
265,570,Thur
298,84,Fri
100,672,Wed
421,156,Mon
334,688,Wed
113,161,Fri
134,300,Tues
106,781,Mon
215,874,Wed
202,469,Mon
103,407,Thur
171,736,Thur
139,313,Fri
172,784,Wed
178,713,Wed
156,540,Thur
558,410,Wed
203,393,Thur
319,304,Mon
138,460,Fri
326,873,Tues
183,578,Mon
172,361,Thur
404,225,Wed
391,558,Tues
61,297,Thur
345,816,Tues
161,356,Thur
156,313,Fri
123,5,Thur
469,790,Fri
342,562,Thur
151,636,Thur
78,260,Wed
322,582,Mon
244,350,Wed
141,860,Wed
185,340,Fri
108,528,Thur
426,891,Wed
284,299,Tues
561,821,Tues
34,615,Wed
258,35,Tues
549,504,Fri
421,371,Tues
264,529,Fri
300,44,Tues
101,623,Tues
215,616,Thur
268,683,Thur
480,511,Wed
42,199,Mon
71,813,Wed
168,93,Wed
516,847,Mon
58,329,Fri
89,354,Wed
176,124,Thur
115,750,Mon
305,753,Thur
169,167,Tues
87,338,Wed
168,410,Fri
71,773,Fri
539,340,Wed
104,256,Wed
75,122,Wed
94,742,Fri
171,725,Mon
105,583,Thur
249,65,Fri
112,705,Tues
135,355,Fri
49,571,Thur
389,544,Wed
124,280,Fri
123,715,Mon
217,157,Thur
57,640,Tues
215,654,Fri
151,839,Mon
437,793,Fri
77,8,Wed
206,378,Thur
231,654,Mon
161,133,Wed
181,361,Wed
176,678,Wed
58,194,Fri
408,745,Mon
34,366,Wed
287,460,Thur
201,368,Tues
135,76,Mon
82,74,Fri
490,790,Wed
118,165,Thur
194,327,Tues
93,278,Mon
54,598,Wed
154,37,Thur
244,540,Mon
316,390,Wed
556,294,Tues
540,724,Mon
160,352,Thur
428,811,Thur
375,377,Thur
159,314,Thur
132,114,Thur
96,715,Tues
436,783,Wed
177,78,Thur
279,712,Thur
164,732,Mon
133,94,Tues
159,722,Thur
132,262,Wed
126,352,Mon
176,603,Thur
286,438,Thur
320,280,Tues
185,75,Thur
192,102,Fri
86,582,Mon
277,511,Mon
125,608,Fri
524,261,Tues
76,722,Wed
460,385,Tues
203,449,Fri
138,803,Thur
77,306,Fri
125,812,Thur
37,715,Mon
231,79,Thur
140,497,Wed
173,372,Fri
555,490,Fri
206,447,Wed
203,39,Mon
157,691,Wed
126,26,Wed
497,455,Mon
537,622,Mon
250,553,Tues
60,716,Wed
479,380,Thur
137,498,Wed
337,404,Wed
262,242,Tues
445,202,Thur
425,577,Mon
111,588,Wed
44,506,Fri
343,698,Thur
489,725,Fri
172,176,Wed
133,92,Tues
296,14,Mon
199,583,Fri
334,716,Mon
135,5,Fri
567,187,Mon
87,150,Tues
229,489,Tues
197,643,Fri
132,615,Tues
170,587,Fri
471,149,Fri
399,445,Fri
157,26,Wed
110,817,Mon
348,765,Mon
102,593,Thur
141,415,Wed
355,338,Fri
593,735,Mon
278,281,Fri
193,721,Mon
504,700,Tues
277,559,Tues
368,133,Wed
72,669,Thur
75,22,Mon
195,869,Fri
153,331,Wed
597,229,Thur
254,501,Thur
411,34,Thur
320,56,Tues
148,863,Mon
163,329,Tues
285,668,Mon
472,772,Mon
94,859,Tues
191,738,Fri
191,21,Mon
68,237,Mon
38,695,Mon
170,419,Wed
154,843,Fri
58,423,Thur
354,24,Thur
138,829,Tues
144,212,Thur
159,456,Wed
201,576,Fri
276,835,Tues
132,145,Tues
180,489,Fri
151,139,Fri
278,339,Wed
166,115,Tues
237,294,Tues
178,68,Thur
493,742,Thur
546,479,Tues
501,709,Tues
357,751,Fri
87,126,Mon
379,136,Thur
515,14,Mon
126,711,Thur
179,613,Tues
193,862,Thur
99,167,Wed
108,583,Thur
309,314,Mon
444,624,Fri
448,664,Mon
134,850,Thur
335,586,Fri
370,127,Tues
159,355,Thur
94,14,Mon
102,708,Thur
158,101,Fri
387,384,Thur
317,803,Tues
170,592,Fri
218,331,Thur
232,693,Tues
66,382,Fri
163,515,Mon
539,446,Thur
506,829,Thur
63,174,Wed
85,752,Mon
475,890,Tues
174,105,Thur
500,426,Fri
154,438,Wed
81,700,Mon
78,281,Thur
497,266,Fri
415,28,Thur
152,648,Thur
330,844,Thur
146,410,Wed
51,594,Fri
126,559,Wed
320,190,Thur
136,723,Wed
442,614,Tues
212,699,Thur
418,154,Mon
297,686,Fri
251,413,Fri
307,876,Fri
81,243,Tues
231,827,Fri
563,100,Fri
150,457,Fri
192,209,Mon
179,464,Thur
285,84,Mon
159,705,Thur
356,12,Wed
573,293,Mon
48,823,Wed
224,261,Thur
104,365,Thur
284,721,Mon
141,600,Wed
57,675,Mon
531,246,Tues
35,446,Fri
497,811,Wed
47,628,Fri
141,635,Thur
193,655,Thur
359,538,Tues
182,685,Thur
311,307,Tues
115,295,Fri
33,439,Tues
81,789,Fri
410,598,Wed
130,892,Wed
300,2,Wed
305,380,Tues
84,690,Mon
122,83,Tues
126,620,Wed
161,328,Wed
259,30,Thur
189,805,Fri
55,491,Thur
68,327,Wed
84,44,Wed
596,613,Mon
167,739,Mon
288,761,Fri
495,78,Mon
188,502,Wed
140,707,Thur
43,438,Thur
162,764,Mon
474,92,Tues
94,211,Thur
89,654,Fri
137,832,Wed
561,204,Tues
93,335,Mon
133,549,Fri
315,790,Tues
384,363,Thur
150,574,Wed
173,796,Mon
214,705,Tues
161,451,Mon
121,827,Fri
43,431,Wed
528,492,Fri
176,753,Fri
145,801,Thur
140,643,Thur
378,295,Thur
107,442,Tues
295,496,Wed
118,469,Fri
52,104,Fri
125,455,Mon
489,617,Wed
395,468,Wed
142,800,Mon
147,787,Wed
58,327,Tues
456,238,Wed
188,126,Thur
104,34,Mon
41,510,Wed
168,29,Thur
498,325,Fri
133,82,Thur
287,758,Thur
128,827,Mon
132,886,Wed
173,148,Thur
117,117,Thur
59,293,Fri
242,91,Wed
461,863,Mon
97,193,Mon
168,249,Tues
117,583,Mon
34,702,Thur
207,309,Fri
490,176,Thur
373,277,Tues
81,406,Thur
483,165,Tues
123,62,Mon
62,651,Mon
327,863,Tues
97,580,Fri
497,293,Mon
120,251,Mon
140,152,Tues
117,98,Mon
235,344,Fri
276,649,Tues
103,536,Tues
260,63,Thur
320,653,Fri
150,724,Tues
170,218,Fri
74,106,Fri
203,748,Thur
173,81,Tues
83,466,Fri
185,890,Mon
83,277,Mon
169,202,Fri
418,499,Thur
588,354,Thur
358,530,Thur
240,112,Fri
56,427,Wed
261,592,Tues
142,83,Wed
541,115,Mon
215,360,Mon
102,514,Fri
505,275,Fri
592,398,Thur
102,863,Wed
105,769,Wed
425,821,Wed
71,259,Fri
169,107,Mon
38,601,Thur
159,164,Fri
147,712,Tues
161,516,Tues
237,403,Wed
111,267,Fri
249,329,Tues
238,42,Tues
180,868,Tues
522,535,Wed
163,400,Wed
480,368,Mon
397,474,Tues
121,744,Mon
175,232,Thur
420,883,Wed
119,643,Thur
403,463,Fri
162,868,Tues
166,379,Thur
206,530,Mon
227,297,Tues
188,74,Wed
260,579,Tues
137,873,Wed
65,462,Thur
127,717,Mon
308,403,Fri
141,325,Tues
44,44,Thur
126,447,Fri
146,154,Fri
535,721,Mon
36,696,Tues
591,290,Mon
329,721,Tues
248,403,Mon
171,323,Fri
60,155,Thur
555,248,Fri
180,623,Mon
157,750,Thur
207,262,Fri
58,248,Tues
321,645,Fri
467,51,Thur
105,566,Mon
305,319,Wed
580,658,Thur
89,795,Wed
452,378,Thur
108,40,Fri
255,273,Mon
187,572,Wed
539,5,Fri
114,669,Mon
104,73,Tues
155,27,Tues
600,219,Mon
459,627,Tues
559,82,Tues
181,819,Fri
313,326,Fri
121,641,Wed
68,143,Tues
575,149,Fri
126,28,Tues
552,339,Tues
109,564,Thur
267,397,Tues
53,90,Mon
70,71,Wed
59,312,Thur
80,267,Thur
284,435,Mon
239,56,Fri
167,635,Wed
106,789,Fri
411,223,Mon
107,859,Tues
129,401,Mon
186,297,Fri
144,615,Thur
159,18,Fri
248,357,Fri
476,338,Fri
151,771,Tues
586,584,Mon
144,231,Wed
99,147,Wed
506,584,Tues
140,384,Mon
109,101,Fri
59,73,Wed
270,107,Tues
108,180,Mon
136,116,Wed
150,718,Fri
266,856,Tues
48,648,Tues
188,510,Mon
153,741,Tues
85,221,Mon
275,322,Wed
55,131,Mon
110,298,Fri
161,34,Tues
158,111,Thur
171,853,Thur
134,549,Mon
249,166,Fri
152,737,Thur
136,361,Mon
276,820,Fri
57,219,Fri
159,790,Wed
495,841,Wed
311,793,Thur
67,819,Fri
156,299,Fri
137,12,Mon
67,99,Tues
415,132,Tues
355,836,Wed
429,59,Tues
596,323,Tues
126,229,Thur
328,460,Wed
151,494,Thur
44,475,Wed
108,228,Tues
437,252,Fri
113,724,Fri
251,328,Mon
138,348,Mon
244,311,Tues
86,783,Wed
389,305,Thur
202,455,Wed
440,225,Tues
82,123,Thur
55,284,Wed
37,749,Tues
427,545,Wed
184,521,Tues
169,884,Wed
529,203,Wed
398,817,Thur
129,888,Tues
161,625,Tues
131,128,Mon
179,653,Fri
169,445,Thur
53,283,Fri
112,210,Fri
171,560,Tues
174,104,Tues
176,628,Wed
51,95,Mon
105,4,Tues
31,690,Wed
46,453,Thur
36,92,Thur
193,360,Fri
106,389,Mon
206,406,Fri
170,596,Mon
184,744,Thur
405,521,Tues
34,765,Tues
321,761,Fri
134,71,Thur
226,868,Tues
147,761,Thur
532,771,Fri
411,460,Fri
72,188,Tues
207,139,Tues
110,599,Thur
211,520,Mon
303,212,Wed
72,868,Thur
174,491,Wed
36,854,Thur
152,537,Thur
150,292,Fri
161,263,Wed
111,38,Fri
187,492,Mon
179,806,Wed
224,141,Thur
125,95,Thur
435,562,Thur
193,314,Mon
55,589,Fri
398,149,Fri
492,518,Wed
401,64,Mon
268,531,Wed
118,759,Tues
64,765,Tues
60,131,Thur
307,793,Thur
47,217,Wed
453,571,Fri
70,822,Mon
108,589,Mon
88,444,Thur
95,576,Fri
121,232,Fri
51,487,Thur
121,397,Fri
340,692,Mon
160,185,Tues
111,564,Tues
134,55,Wed
146,67,Wed
555,704,Tues
40,471,Tues
94,371,Thur
33,515,Tues
36,69,Thur
68,822,Tues
65,340,Fri
218,767,Fri
164,116,Wed
99,253,Mon
70,630,Tues
200,274,Tues
75,629,Mon
112,593,Mon
124,9,Thur
115,413,Wed
175,107,Fri
177,182,Wed
96,127,Tues
227,347,Thur
122,515,Wed
352,366,Mon
81,822,Fri
166,98,Tues
268,348,Tues
233,180,Fri
414,241,Tues
211,551,Thur
103,687,Thur
174,882,Wed
44,235,Mon
194,171,Tues
50,129,Thur
237,447,Thur
107,70,Mon
328,183,Tues
262,596,Fri
583,50,Thur
300,16,Wed
63,208,Mon
122,860,Wed
439,188,Fri
137,782,Tues
149,110,Thur
357,25,Wed
147,160,Tues
117,416,Tues
68,891,Fri
101,520,Thur
123,835,Tues
50,309,Tues
186,733,Fri
120,135,Wed
31,496,Thur
154,353,Fri
86,313,Thur
123,531,Mon
310,481,Tues
355,63,Mon
531,723,Wed
170,774,Thur
107,220,Fri
553,76,Mon
212,403,Mon
153,861,Tues
131,747,Mon
184,5,Wed
37,837,Thur
57,322,Wed
255,834,Wed
146,138,Wed
68,129,Fri
224,797,Mon
83,635,Wed
139,256,Fri
178,809,Fri
292,467,Fri
330,235,Mon
73,475,Fri
396,883,Mon
98,506,Mon
206,861,Fri
294,624,Fri
233,672,Fri
137,353,Fri
594,858,Thur
376,112,Thur
382,845,Fri
91,401,Wed
369,507,Mon
389,633,Mon
400,114,Fri
85,3,Wed
198,208,Thur
37,690,Thur
209,567,Fri
144,670,Wed
67,465,Fri
139,109,Tues
86,887,Wed
140,213,Mon
304,839,Mon
186,645,Thur
153,850,Mon
74,460,Tues
160,503,Fri
179,852,Thur
87,449,Thur
125,186,Thur
178,817,Thur
363,34,Thur
34,320,Wed
149,640,Mon
43,102,Thur
134,814,Thur
218,808,Fri
62,864,Mon
483,466,Tues
262,206,Mon
185,761,Mon
124,1,Tues
186,787,Mon
159,398,Tues
83,617,Wed
101,772,Wed
51,776,Thur
153,463,Wed
232,2,Fri
236,544,Mon
126,583,Mon
100,187,Fri
165,587,Fri
517,614,Tues
370,60,Tues
66,865,Tues
414,371,Mon
578,655,Mon
86,595,Wed
126,491,Thur
69,643,Tues
341,422,Tues
171,268,Mon
173,43,Mon
560,156,Thur
258,59,Wed
121,576,Tues
398,441,Wed
133,441,Mon
55,616,Fri
40,870,Thur
309,231,Mon
449,188,Fri
563,885,Thur
589,629,Tues
152,503,Wed
140,346,Wed
72,778,Thur
280,641,Tues
145,277,Thur
143,890,Mon
410,813,Mon
85,874,Fri
145,630,Tues
72,322,Tues
513,828,Thur
166,54,Fri
336,56,Thur
555,430,Mon
134,290,Mon
100,637,Wed
126,269,Thur
341,153,Fri
149,117,Mon
90,417,Mon
101,12,Fri
233,828,Wed
115,683,Fri
334,525,Wed
146,26,Thur
126,667,Wed
95,579,Thur
111,11,Mon
44,274,Thur
184,307,Tues
48,272,Thur
178,337,Thur
38,827,Tues
176,445,Mon
260,244,Mon
95,628,Wed
545,407,Thur
162,660,Wed
286,28,Thur
170,443,Wed
511,533,Wed
33,476,Tues
409,278,Mon
158,35,Tues
288,3,Mon
139,566,Tues
321,424,Wed
174,442,Fri
215,582,Wed
68,398,Fri
48,774,Fri
151,146,Wed
197,705,Tues
59,719,Thur
71,632,Mon
113,704,Wed
245,130,Thur
109,313,Mon
78,487,Fri
102,610,Wed
120,346,Fri
261,892,Tues
93,514,Thur
326,109,Wed
429,608,Tues
158,95,Wed
141,248,Tues
54,494,Mon
202,30,Thur
70,309,Fri
543,756,Thur
112,156,Mon
45,49,Wed
80,794,Wed
123,831,Mon
333,366,Thur
571,388,Mon
443,211,Fri
343,142,Mon
97,360,Fri
549,860,Tues
475,340,Mon
124,115,Thur
101,693,Wed
481,27,Mon
301,734,Tues
497,37,Tues
65,674,Wed
121,513,Wed
472,44,Thur
265,93,Fri
89,617,Wed
48,17,Tues
133,383,Fri
142,182,Thur
312,752,Tues
163,712,Tues
134,46,Thur
147,394,Thur
376,397,Wed
99,249,Wed
34,669,Tues
102,421,Fri
570,71,Fri
109,300,Thur
149,101,Mon
141,890,Mon
245,294,Mon
266,357,Tues
335,513,Fri
423,497,Mon
68,441,Fri
212,364,Thur
114,621,Thur
402,448,Wed
330,181,Mon
425,678,Mon
388,17,Thur
304,796,Thur
318,167,Thur
181,370,Wed
325,307,Thur
265,620,Thur
594,10,Tues
290,351,Wed
53,252,Tues
160,250,Mon
479,487,Tues
199,769,Wed
176,247,Mon
390,585,Mon
257,652,Tues
82,574,Wed
412,642,Mon
201,219,Mon
159,250,Thur
151,176,Mon
507,22,Mon
307,313,Thur
321,778,Fri
131,730,Fri
499,221,Mon
164,252,Mon
365,651,Thur
83,856,Mon
404,551,Wed
47,289,Thur
172,101,Mon
111,190,Thur
115,225,Tues
175,305,Thur
125,780,Tues
274,204,Mon
99,244,Wed
224,672,Tues
296,673,Mon
358,124,Mon
147,506,Mon
221,847,Mon
343,670,Tues
214,475,Fri
109,685,Wed
168,374,Wed
149,75,Fri
83,454,Mon
116,104,Tues
297,292,Fri
81,491,Fri
55,481,Tues
334,574,Fri
48,218,Thur
165,264,Fri
96,26,Wed
225,573,Mon
402,368,Wed
56,802,Tues
70,552,Tues
105,443,Mon
327,627,Thur
138,638,Wed
452,93,Fri
166,600,Tues
200,442,Tues
147,286,Wed
61,715,Fri
145,473,Mon
85,341,Thur
262,403,Wed
153,170,Tues
104,570,Tues
302,383,Thur
117,213,Mon
598,482,Tues
173,65,Fri
44,279,Fri
119,30,Mon
106,873,Wed
113,375,Tues
113,348,Thur
100,369,Tues
56,842,Thur
119,603,Wed
178,148,Wed
84,810,Fri
220,452,Thur
147,379,Mon
164,465,Mon
394,104,Wed
117,376,Thur
174,255,Tues
175,88,Wed
163,662,Fri
351,112,Fri
49,414,Wed
145,388,Thur
367,104,Mon
510,89,Mon
561,60,Fri
494,803,Mon
187,13,Wed
492,481,Mon
298,464,Thur
152,95,Tues
255,753,Tues
337,343,Tues
137,573,Thur
408,621,Tues
471,510,Fri
220,33,Wed
42,130,Mon
191,854,Tues
362,581,Wed
119,753,Fri
165,731,Mon
95,220,Wed
434,270,Fri
125,817,Thur
67,292,Fri
111,842,Thur
322,461,Tues
161,238,Fri
300,13,Thur
57,784,Mon
452,508,Fri
96,656,Tues
34,181,Tues
136,488,Fri
212,649,Fri
110,409,Thur
94,277,Fri
559,253,Fri
129,144,Fri
281,101,Fri
92,222,Wed
188,358,Mon
598,123,Mon
455,553,Tues
181,608,Wed
129,427,Wed
214,615,Mon
73,83,Tues
263,15,Tues
342,656,Mon
274,829,Tues
149,844,Fri
145,397,Thur
562,32,Thur
178,391,Mon
97,26,Mon
120,67,Mon
87,330,Fri
490,536,Tues
102,690,Fri
154,656,Wed
80,636,Thur
178,187,Tues
250,577,Thur
538,138,Tues
193,655,Tues
95,753,Wed
340,768,Thur
107,240,Fri
294,419,Thur
164,687,Fri
149,643,Wed
156,58,Tues
150,707,Thur
345,294,Mon
52,495,Tues
506,486,Tues
122,502,Thur
357,389,Wed
133,298,Thur
113,115,Tues
153,57,Thur
89,787,Tues
292,85,Fri
141,204,Thur
207,755,Mon
174,243,Thur
119,175,Tues
89,93,Fri
175,36,Fri
151,18,Thur
31,255,Fri
250,874,Thur
559,661,Thur
390,402,Wed
186,662,Tues
279,881,Tues
352,570,Tues
350,238,Tues
30,416,Fri
582,114,Mon
113,641,Wed
191,675,Wed
423,239,Thur
157,304,Mon
381,30,Tues
225,525,Fri
164,343,Wed
211,630,Fri
252,747,Thur
539,319,Tues
398,558,Tues
250,144,Thur
360,645,Mon
566,782,Mon
379,807,Thur
140,147,Fri
151,90,Mon
278,673,Mon
364,870,Tues
167,467,Wed
337,160,Mon
521,637,Tues
331,70,Thur
187,334,Fri
329,279,Thur
506,203,Fri
387,604,Mon
90,283,Wed
157,289,Fri
171,343,Fri
126,636,Wed
142,747,Tues
143,555,Wed
84,467,Fri
579,21,Mon
249,150,Thur
259,380,Tues
525,707,Thur
462,837,Fri
598,599,Mon
76,777,Mon
172,295,Fri
140,636,Mon
166,584,Tues
161,731,Thur
69,84,Thur
35,600,Thur
141,791,Mon
420,688,Wed
110,60,Mon
143,321,Tues
152,229,Wed
149,88,Mon
201,726,Mon
98,16,Thur
286,582,Tues
137,545,Tues
40,359,Mon
112,355,Wed
174,229,Thur
98,673,Tues
422,46,Tues
490,152,Thur
197,338,Wed
196,757,Wed
402,689,Thur
319,440,Fri
294,824,Fri
159,596,Wed
145,263,Wed
359,737,Fri
208,660,Mon
157,221,Mon
135,73,Tues
76,376,Thur
105,384,Mon
199,740,Mon
166,369,Fri
149,595,Tues
120,382,Thur
154,238,Wed
131,878,Wed
238,219,Wed
124,190,Tues
549,10,Tues
66,678,Thur
411,282,Thur
82,276,Fri
170,608,Thur
169,10,Tues
70,571,Tues
59,529,Wed
84,845,Mon
162,849,Wed
322,626,Tues
198,610,Mon
52,412,Fri
413,597,Mon
130,675,Tues
31,837,Thur
338,549,Thur
307,237,Mon
296,111,Mon
211,415,Wed
155,271,Thur
266,94,Mon
161,442,Mon
282,379,Tues
120,243,Wed
280,112,Wed
407,676,Wed
34,436,Wed
571,165,Mon
533,106,Tues
144,135,Fri
109,888,Mon
84,380,Fri
108,85,Mon
104,247,Fri
157,723,Fri
127,784,Fri
208,280,Tues
350,738,Mon
242,667,Tues
298,829,Mon
73,51,Thur
449,668,Wed
160,602,Fri
84,249,Wed
171,207,Tues
433,461,Thur
453,137,Wed
374,522,Thur
153,622,Thur
68,827,Mon
395,786,Wed
140,731,Fri
106,798,Wed
141,373,Fri
466,323,Wed
154,261,Fri
131,94,Tues
133,801,Wed
156,679,Thur
387,60,Fri
257,39,Thur
563,377,Thur
147,489,Thur
293,870,Thur
561,613,Thur
415,874,Wed
133,644,Wed
432,768,Fri
148,114,Tues
112,722,Wed
114,595,Mon
72,648,Tues
170,686,Tues
259,641,Tues
555,788,Tues
152,90,Thur
247,316,Wed
237,277,Mon
530,42,Mon
83,318,Fri
155,527,Wed
37,277,Thur
51,630,Fri
295,15,Wed
45,484,Thur
214,527,Wed
196,839,Thur
319,808,Fri
74,417,Fri
341,700,Tues
338,726,Thur
192,350,Fri
129,592,Mon
161,552,Fri
128,565,Mon
582,673,Mon
51,413,Tues
578,35,Mon
473,274,Fri
154,288,Wed
556,202,Fri
163,40,Wed
133,90,Wed
83,399,Wed
556,14,Wed
584,551,Fri
120,65,Fri
190,815,Mon
137,747,Mon
175,405,Tues
147,226,Mon
121,35,Mon
167,62,Thur
267,520,Tues
571,132,Thur
159,62,Fri
50,552,Fri
201,403,Thur
83,295,Tues
196,635,Mon
140,607,Wed
126,614,Wed
445,251,Fri
422,659,Wed
442,631,Mon
139,816,Tues
171,653,Tues
166,892,Wed
423,248,Mon
166,759,Fri
306,738,Thur
405,736,Fri
125,314,Fri
135,808,Tues
54,653,Tues
196,180,Mon
517,634,Thur
138,429,Wed
435,317,Fri
419,194,Fri
184,661,Fri
366,38,Fri
156,188,Mon
71,130,Thur
336,505,Wed
278,769,Mon
339,138,Thur
493,420,Thur
41,651,Fri
96,200,Wed
172,134,Tues
549,702,Fri
139,572,Mon
352,360,Fri
62,890,Fri
126,351,Wed
87,443,Thur
80,831,Wed
227,133,Fri
251,701,Thur
223,149,Wed
241,730,Mon
116,2,Fri
329,436,Mon
137,378,Mon
280,52,Wed
98,692,Mon
381,151,Tues
484,694,Tues
200,213,Thur
437,196,Tues
187,305,Mon
160,20,Mon
324,400,Wed
149,109,Fri
241,719,Mon
48,511,Fri
118,539,Fri
75,156,Mon
162,462,Wed
327,88,Thur
424,162,Tues
125,23,Thur
260,358,Thur
41,697,Tues
112,611,Fri
296,289,Wed
120,102,Thur
46,721,Wed
416,696,Fri
151,715,Thur
478,332,Wed
514,277,Mon
77,212,Fri
267,816,Wed
361,24,Fri
197,868,Wed
177,108,Mon
123,769,Tues
225,597,Fri
478,627,Thur
421,391,Mon
126,328,Tues
214,846,Fri
88,710,Tues
511,174,Fri
79,393,Tues
425,517,Wed
146,781,Wed
213,749,Wed
451,179,Tues
157,816,Fri
102,62,Thur
126,725,Mon
474,466,Mon
68,446,Thur
175,634,Thur
303,326,Mon
104,680,Thur
180,472,Tues
107,758,Thur
420,677,Tues
339,192,Tues
119,794,Tues
304,167,Tues
76,716,Fri
305,660,Mon
173,283,Wed
467,471,Tues
387,43,Fri
256,85,Mon
232,349,Thur
475,521,Wed
58,313,Thur
262,808,Wed
282,76,Tues
560,578,Wed
169,770,Mon
74,583,Mon
461,780,Thur
106,754,Tues
133,887,Wed
42,718,Thur
